ID,Text,Cit_ID,Regulation,Regulator
457,"Notice of exception In general. Subject to paragraphs (g)(2) and (g)(3) of this section, when a depositary bank extends the time when funds will be available for withdrawal based on the application of an exception contained in paragraphs (b) through (e) of this section, it must provide the depositor with a written notice. The notice shall include the following information— The date of the deposit;",CFR:12:229:229.13:g:1:i:B,Regulation CC,FRB
458,Misleading or inaccurate advertisements. An advertisement shall not: Refer to or describe an account as “free” or “no cost” (or contain a similar term) if any maintenance or activity fee may be imposed on the account. The word “profit” shall not be used in referring to interest paid on an account.,CFR:12:1030:1030.8:a:2,Reg DD,CFPB
459,"Termination of force-placed insurance Termination and refund. Within 30 days of receipt by a national bank or Federal savings association, or by a servicer acting on its behalf, of a confirmation of a borrower's existing flood insurance coverage, the national bank or Federal savings association, or its servicer, shall: Notify the insurance provider to terminate any insurance purchased by the national bank or Federal savings association, or its servicer, under paragraph (a) of this section; and",CFR:12:22:22.7:b:1:i,FDPA,OCC
460,"Reconverting bank duties. A bank shall ensure that a substitute check for which it is the reconverting bank— Identifies the reconverting bank in a manner that preserves any previous reconverting-bank identifications, in accordance with ANS X9.100-140; and",CFR:12:229:229.51:b:2,Regulation CC,FRB
461,"Form of ECOA notice and statement of specific reasons Statement of specific reasons. The statement of reasons for adverse action required by paragraph (a)(2)(i) of this section must be specific and indicate the principal reason(s) for the adverse action. Statements that the adverse action was based on the creditor's internal standards or policies or that the applicant, joint applicant, or similar party failed to achieve a qualifying score on the creditor's credit scoring system are insufficient.",CFR:12:1002:1002.9:b:2,Reg B,CFPB
462,"Within five days after the initial communication with a consumer in connection with the collection of any debt, a debt collector shall, unless the following information is contained in the initial communication or the consumer has paid the debt, send the consumer a written notice containing— the name of the creditor to whom the debt is owed;",USC:15:!41:1692g:a:2,FDCPA,USC
463,"Providing appraisals and other valuations Disclosure. For applications subject to paragraph (a)(1) of this section, a creditor shall mail or deliver to an applicant, not later than the third business day after the creditor receives an application for credit that is to be secured by a first lien on a dwelling, a notice in writing of the applicant's right to receive a copy of all written appraisals developed in connection with the application. In the case of an application for credit that is not to be secured by a first lien on a dwelling at the time of application, if the creditor later determines the credit will be secured by a first lien on a dwelling, the creditor shall mail or deliver the same notice in writing not later than the third business day after the creditor determines that the loan is to be secured by a first lien on a dwelling.",CFR:12:1002:1002.14:a:2,Reg B,CFPB
464,"Content of account disclosures. Account disclosures shall include the following, as applicable: Rate information Variable rates. For variable-rate accounts: The fact that the interest rate and annual percentage yield may change;",CFR:12:1030:1030.4:b:1:ii:A,Reg DD,CFPB
465,Scope of indemnity. A bank that rejects a check submitted for deposit and returns to its customer a substitute check (or a paper or electronic representation of a substitute check) shall indemnify the recipient as described in paragraph (a)(1) of this section regardless of whether the bank received consideration.,CFR:12:229:229.53:a:2,Regulation CC,FRB
466,"Discouragement. A creditor shall not make any oral or written statement, in advertising or otherwise, to applicants or prospective applicants that would discourage on a prohibited basis a reasonable person from making or pursuing an application.",CFR:12:1002:1002.4:b,Reg B,CFPB
467,"Other limitations on information requests Disclosure about income from alimony, child support, or separate maintenance. A creditor shall not inquire whether income stated in an application is derived from alimony, child support, or separate maintenance payments unless the creditor discloses to the applicant that such income need not be revealed if the applicant does not want the creditor to consider it in determining the applicant's creditworthiness.",CFR:12:1002:1002.5:d:2,Reg B,CFPB
468,"In general Exceptions. Paragraph (a)(1) of this section does not apply if: The loan is an extension of credit primarily for business, commercial, or agricultural purposes;",CFR:12:22:22.5:a:2:i,FDPA,OCC
469,"Disclosure of total fees on periodic statements General. A depository institution must separately disclose on each periodic statement, as applicable: The total dollar amount for all fees or charges imposed on the account for returning items unpaid.",CFR:12:1030:1030.11:a:1:ii,Reg DD,CFPB
470,"Designation of accounts. A creditor that furnishes credit information shall designate: Any existing account to reflect such participation, within 90 days after receiving a written request to do so from one of the spouses.",CFR:12:1002:1002.10:a:2,Reg B,CFPB
471,"Acceptance of paper returned checks and paper notices of nonpayment. A depositary bank shall accept paper returned checks and paper notices of nonpayment during its banking day—  At a branch, head office, or other location consistent with the name and address of the bank in its indorsement on the check;",CFR:12:229:229.33:c:1:ii:A,Regulation CC,FRB
472,Acceptance of oral notices of nonpayment. A depositary bank shall accept oral notices of nonpayment during its banking day— At any other number held out by the bank for receipt of notice of nonpayment.,CFR:12:229:229.33:d:2,Regulation CC,FRB
473,"Borrower fee. The determination fee authorized by paragraph (a) of this section may be charged to the borrower if the determination: Is made in connection with a making, increasing, extending, or renewing of the loan that is initiated by the borrower;",CFR:12:22:22.8:b:1,FDPA,OCC
474,"Standards for programs. Subject to the provisions of paragraph (b) of this section, the Act and this part permit a creditor to extend special purpose credit to applicants who meet eligibility requirements under the following types of credit programs: Any credit assistance program offered by a not-for-profit organization, as defined under section 501(c) of the Internal Revenue Code of 1954, as amended, for the benefit of its members or for the benefit of an economically disadvantaged class of persons; or",CFR:12:1002:1002.8:a:2,Reg B,CFPB
475,"Action on claims. A bank that receives a claim that meets the requirements of paragraph (b) of this section shall act as follows: Valid consumer claim. If the bank determines that the consumer's claim is valid, the bank shall— Send to the consumer the notice required by paragraph (e)(1) of this section.",CFR:12:229:229.54:c:1:ii,Regulation CC,FRB
476,"Redeposited checks. Sections 229.10(c) and 229.12 do not apply to a check that has been returned unpaid and redeposited by the customer or the depositary bank. This exception does not apply— To a check that has been returned because it was post dated, if the reason for return indicated on the check states that it was returned because it was post dated, and if the check is no longer postdated when redeposited.",CFR:12:229:229.13:c:2,Regulation CC,FRB
477,"Procedures for making claims. A consumer shall make his or her claim for a recredit under this section with the bank that holds the consumer's account in accordance with the timing, content, and form requirements of this section. Form and submission of claim; computation of time for bank action. The bank holding the account that is the subject of the consumer's claim may, in its discretion, require the consumer to submit the information required by this section in writing. A bank that requires a written submission— Shall inform a consumer who submits a claim orally of the written claim requirement at the time of the oral claim and may require such consumer to submit the written claim such that the bank receives the written claim by the 10th business day after the banking day on which the bank received the oral claim; and",CFR:12:229:229.54:b:3:ii,Regulation CC,FRB
478,Exceptions to the expeditious return of checks and notice of nonpayment requirements. The expeditious return and notice of nonpayment requirements of paragraphs (b) and (c) of this section do not apply if— A paying bank is unable to identify the depositary bank with respect to the check.,CFR:12:229:229.31:d:2,Regulation CC,FRB
479,"In general. A depositary bank shall begin to accrue interest or dividends on funds deposited in an interest-bearing account not later than the business day on which the depositary bank receives credit for the funds. For the purposes of this section, the depositary bank may— Accrue interest or dividends on funds deposited in interest-bearing accounts by checks that the depositary bank sends to paying banks or subsequent collecting banks for payment or collection based on the availability of funds the depositary bank receives from the paying or collecting banks.",CFR:12:229:229.14:a:2,Regulation CC,FRB
480,"Delivery of account disclosures Account opening Timing of electronic disclosures. If a consumer who is not present at the institution uses electronic means (for example, an Internet Web site) to open an account or request a service, the disclosures required under paragraph (a)(1) of this section must be provided before the account is opened or the service is provided.",CFR:12:1030:1030.4:a:1:ii,Reg DD,CFPB
481,"Limitation on information about race, color, religion, national origin, or sex. A creditor shall not inquire about the race, color, religion, national origin, or sex of an applicant or any other person in connection with a credit transaction, except as provided in paragraphs (b)(1) and (b)(2) of this section. Self-test. A creditor may inquire about the race, color, religion, national origin, or sex of an applicant or any other person in connection with a credit transaction for the purpose of conducting a self-test that meets the requirements of § 1002.15. A creditor that makes such an inquiry shall disclose orally or in writing, at the time the information is requested, that: The creditor is requesting the information to monitor its compliance with the Federal Equal Credit Opportunity Act;",CFR:12:1002:1002.5:b:1:ii,Reg B,CFPB
482,Return of checks. A paying bank that is unable to identify the depositary bank with respect to a check may send the returned check to any bank that handled the check for forward collection and must advise the bank to which the check is sent that the paying bank is unable to identify the depositary bank.,CFR:12:229:229.31:a:2,Regulation CC,FRB
483,"Transfer of servicing rights. The national bank or Federal savings association shall notify the Administrator of FEMA (or the Administrator's designee) of any change in the servicer of a loan described in paragraph (a) of this section within 60 days after the effective date of the change. This notice may be provided electronically if electronic transmission is satisfactory to the Administrator of FEMA's designee. Upon any change in the servicing of a loan described in paragraph (a) of this section, the duty to provide notice under this paragraph (b) shall transfer to the transferee servicer.",CFR:12:22:22.10:b,FDPA,OCC
484,Payment. A depositary bank shall pay the returning bank or paying bank returning the check to it for the amount of the check prior to the close of business on the depositary bank's banking day on which it received the check (“payment date”) by— Cash;,CFR:12:229:229.33:e:1:ii,Regulation CC,FRB
485,"The flood insurance requirement prescribed by § 22.3 does not apply with respect to: Property securing any loan with an original principal balance of $5,000 or less and a repayment term of one year or less; or",CFR:12:22:22.4:b,FDPA,OCC
486,"Longer delays on a case-by-case basis Notice in specific policy disclosure. A bank that has a policy of making deposited funds available for withdrawal sooner than required by this subpart may extend the time when funds are available up to the time periods allowed under this subpart on a case-by-case basis, provided the bank includes the following in its specific policy disclosure— A statement that the bank will notify the customer if funds deposited in the customer's account will not be available for withdrawal until later than the time periods stated in the bank's availability policy; and",CFR:12:229:229.16:c:1:ii,Regulation CC,FRB
487,Information about a spouse or former spouse Permissible inquiries. A creditor may request any information concerning an applicant's spouse (or former spouse under paragraph (c)(2)(v) of this section) that may be requested about the applicant if: The spouse will be permitted to use the account;,CFR:12:1002:1002.5:c:2:i,Reg B,CFPB
488,"Legal equivalence. A substitute check for which a bank has provided the warranties described in § 229.52 is the legal equivalent of an original check for all persons and all purposes, including any provision of federal or state law, if the substitute check— Bears the legend, “This is a legal copy of your check. You can use it the same way you would use the original check.”",CFR:12:229:229.51:a:2,Regulation CC,FRB
489,"Nonlocal checks In general. Except as provided in paragraphs (d), (e), and (f) of this section, a depositary bank shall make funds deposited in an account by a check available for withdrawal not later than the fifth business day following the banking day on which funds are deposited, in the case of— A check drawn on a Federal Reserve Bank or Federal Home Loan Bank; a check drawn by a state or unit of general local government; a cashier's, certified, or teller's check; or a check deposited in a branch of the depositary bank and drawn on the same or another branch of the same bank, if any check referred to in this paragraph (c)(1)(ii) is a nonlocal check that is not governed by the availability requirements of § 229.10(c).",CFR:12:229:229.12:c:1:ii,Regulation CC,FRB
490,"Availability of deposits subject to exceptions. If a depositary bank invokes an exception contained in paragraphs (b) through (e) of this section with respect to a check described in § 229.10(c)(1) (i) through (v) or § 229.10(c)(2), it shall make the funds available for withdrawal not later than a reasonable period after the day the funds would have been required to be made available had the check been subject to 229.12.",CFR:12:229:229.13:h:2,Regulation CC,FRB
491,"Incomplete applications Notice alternatives. Within 30 days after receiving an application that is incomplete regarding matters that an applicant can complete, the creditor shall notify the applicant either: Of the incompleteness, in accordance with paragraph (c)(2) of this section.",CFR:12:1002:1002.9:c:1:ii,Reg B,CFPB
492,"Specific rules concerning use of information. Except as provided in the Act and this part, a creditor shall not take a prohibited basis into account in any system of evaluating the creditworthiness of applicants.",CFR:12:1002:1002.6:b:1,Reg B,CFPB
493,"Advertising disclosures for overdraft services Disclosures. Except as provided in paragraphs (b)(2) through (4) of this section, any advertisement promoting the payment of overdrafts shall disclose in a clear and conspicuous manner: The categories of transactions for which a fee for paying an overdraft may be imposed;",CFR:12:1030:1030.11:b:1:ii,Reg DD,CFPB
494,"Availability of recredit Safeguard exceptions. A bank may delay availability to a consumer of a recredit provided under paragraph (c)(3)(i) of this section until the start of the earlier of the business day after the banking day on which the bank determines the consumer's claim is valid or the 45th calendar day after the banking day on which the bank received the oral or written claim, as required by paragraph (b) of this section, if— The consumer submits the claim during the 30-calendar-day period beginning on the banking day on which the consumer account was established;",CFR:12:229:229.54:d:2:i,Regulation CC,FRB
495,"Repeated overdrafts. If any account or combination of accounts of a depositary bank's customer has been repeatedly overdrawn, then for a period of six months after the last such overdraft, §§ 229.10(c) and 229.12 do not apply to any of the accounts. A depositary bank may consider a customer's account to be repeatedly overdrawn if— On two or more banking days within the preceding six months, the account balance is negative, or the account balance would have become negative, in the amount of $5,000 or more, if checks or other charges to the account had been paid.",CFR:12:229:229.13:d:2,Regulation CC,FRB
496,"Special rule for credit unions. Paragraph (a) of this section does not apply to any account at a bank described in § 229.2(e)(4), if the bank— Provides notice of its interest or dividend payment policy in the manner required under § 229.16(d).",CFR:12:229:229.14:b:2,Regulation CC,FRB
497,"Content of specific availability policy disclosure. The specific availability policy disclosure shall contain the following, as applicable— A description of any categories of deposits or checks used by the bank when it delays availability (such as local or nonlocal checks); how to determine the category to which a particular deposit or check belongs; and when each category will be available for withdrawal (including a description of the bank's business days and when a deposit is considered received); 1",CFR:12:229:229.16:b:2,Regulation CC,FRB
498,Notices relating to consumer expedited recredit claims Notice of recredit. A bank that recredits a consumer account under paragraph (c) of this section shall send notice to the consumer of the recredit no later than the business day after the banking day on which the bank recredits the consumer account. This notice shall describe— The date on which the recredited funds will be available for withdrawal.,CFR:12:229:229.54:e:1:ii,Regulation CC,FRB
499,"Reasonable cause to doubt collectibility Overdraft and returned check fees. A depositary bank that extends the time when funds will be available for withdrawal as described in paragraph (e)(1) of this section, and does not furnish the depositor with written notice at the time of deposit shall not assess any fees for any subsequent overdrafts (including use of a line of credit) or return of checks of other debits to the account, if— The overdraft or return of the check would not have occurred except for the fact that the deposited funds were delayed under paragraph (e)(1) of this section; and",CFR:12:229:229.13:e:2:i,Regulation CC,FRB
500,Reporting to agency A financial institution shall provide with its submission: The calendar year the data submission covers pursuant to paragraph (a)(1)(i) of this section;,CFR:12:1003:1003.5:a:3:ii,HMDA,CFPB
501,"Extension of schedule for certain deposits in Alaska, Hawaii, Puerto Rico, and the U.S. Virgin Islands. The depositary bank may extend the time periods set forth in this section by one business day in the case of any deposit, other than a deposit described in § 229.10, that is— Deposited by a check drawn on or payable at or through a paying bank not located in the same state as the depositary bank.",CFR:12:229:229.12:e:2,Regulation CC,FRB
502,Emergency conditions. Sections 229.10(c) and 229.12 do not apply to funds deposited by check in a depositary bank in the case of— A suspension of payments by another bank;,CFR:12:229:229.13:f:2,Regulation CC,FRB
503,"Local checks and certain other checks. Except as provided in paragraphs (d), (e), and (f) of this section, a depository bank shall make funds deposited in an account by a check available for withdrawal not later than the second business day following the banking day on which funds are deposited, in the case of— A U.S. Postal Service money order that is not governed by the availability requirements of § 229.10(c); and",CFR:12:229:229.12:b:3,Regulation CC,FRB
504,"Data format and itemization. A financial institution shall collect data regarding applications for covered loans that it receives, covered loans that it originates, and covered loans that it purchases for each calendar year. A financial institution shall collect data regarding requests under a preapproval program, as defined in § 1003.2(b)(2), only if the preapproval request is denied, is approved by the financial institution but not accepted by the applicant, or results in the origination of a home purchase loan. The data collected shall include the following items:  A universal loan identifier (ULI) for the covered loan or application that can be used to identify and retrieve the covered loan or application file. Except for a purchased covered loan or application described in paragraphs (a)(1)(i)(D) and (E) of this section, the financial institution shall assign and report a ULI that: Ends with a two-character check digit, as prescribed in appendix C to this part.",CFR:12:1003:1003.4:a:1:i:C,HMDA,CFPB
505,Circumstances giving rise to a claim. A bank that has an indemnity claim under § 229.53 with respect to a substitute check may make an expedited recredit claim against an indemnifying bank if— The claimant bank is obligated to provide an expedited recredit with respect to such substitute check under § 229.54 or otherwise has suffered a resulting loss; and,CFR:12:229:229.55:a:2,Regulation CC,FRB
506,"Notwithstanding subsection (a), if a statute, regulation, or other rule of law requires that information relating to a transaction or transactions in or affecting interstate or foreign commerce be provided or made available to a consumer in writing, the use of an electronic record to provide or make available (whichever is required) such information satisfies the requirement that such information be in writing if— the consumer, prior to consenting, is provided with a clear and conspicuous statement— informing the consumer of whether the consent applies (I) only to the particular transaction which gave rise to the obligation to provide the record, or (II) to identified categories of records that may be provided or made available during the course of the parties’ relationship;",USC:15:!96:7001:c:1:B:ii,ESign,USC
507,"Notice of nonpayment.  To the extent available to the paying bank, notice must include the information contained in the check's MICR line when the check is received by the paying bank, as well as— Amount;",CFR:12:229:229.31:c:2:i:B,Regulation CC,FRB
508,"Notification of action taken, ECOA notice, and statement of specific reasons When notification is required. A creditor shall notify an applicant of action taken within: 30 days after taking adverse action on an existing account; or",CFR:12:1002:1002.9:a:1:iii,Reg B,CFPB
509,Any debt collector communicating with any person other than the consumer for the purpose of acquiring location information about the consumer shall— not communicate with any such person more than once unless requested to do so by such person or unless the debt collector reasonably believes that the earlier response of such person is erroneous or incomplete and that such person now has correct or complete location information;,USC:15:!41:1692b:3,FDCPA,USC
510,Compounding and crediting policies. This section does not require institutions to compound or credit interest at any particular frequency.,CFR:12:1030:1030.7:b,Reg DD,CFPB
511,"Without the prior consent of the consumer given directly to the debt collector or the express permission of a court of competent jurisdiction, a debt collector may not communicate with a consumer in connection with the collection of any debt— at the consumer’s place of employment if the debt collector knows or has reason to know that the consumer’s employer prohibits the consumer from receiving such communication.",USC:15:!41:1692c:a:3,FDCPA,USC
512,"Information to be requested. A creditor that receives an application for credit primarily for the purchase or refinancing of a dwelling occupied or to be occupied by the applicant as a principal residence, where the extension of credit will be secured by the dwelling, shall request as part of the application the following information regarding the applicant(s): Sex;",CFR:12:1002:1002.13:a:1:ii,Reg B,CFPB
513,"Warranties with respect to electronic checks and electronic returned checks. Each bank that makes the warranties under paragraph (a)(1) of this section makes the warranties to— In the case of transfers for collection or presentment, the transferee bank, any subsequent collecting bank, the paying bank, and the drawer; and",CFR:12:229:229.34:a:2:i,Regulation CC,FRB
514,Electronic payments In general. A bank shall make funds received for deposit in an account by an electronic payment available for withdrawal not later than the business day after the banking day on which the bank received the electronic payment.,CFR:12:229:229.10:b:1,Regulation CC,FRB
515,Change in terms No notice required. No notice under this section is required for: Check printing fees. Changes in fees assessed for check printing.,CFR:12:1030:1030.5:a:2:ii,Reg DD,CFPB
516,Automated teller machines. A depositary bank shall post or provide a notice at each ATM location that funds deposited in the ATM may not be available for immediate withdrawal.,CFR:12:229:229.18:c:1,Regulation CC,FRB
517,"Return of checks. A returning bank may convert a check to a qualified returned check. A qualified returned check shall be encoded in magnetic ink with the routing number of the depositary bank, the amount of the returned check, and a “2” in the case of an original check (or a “5” in the case of a substitute check) in position 44 of the qualified return MICR line as a return identifier. A qualified returned original check shall be encoded in accordance with ANS X9.13, and a qualified returned substitute check shall be encoded in accordance with ANS X9.100-140.",CFR:12:229:229.32:a:3,Regulation CC,FRB
518,Content and provision of substitute-check warranties. A bank that rejects a check submitted for deposit and returns to its customer a substitute check (or a paper or electronic representation of a substitute check) makes the warranties in paragraph (a)(1) of this section regardless of whether the bank received consideration.,CFR:12:229:229.52:a:2,Regulation CC,FRB
519,"Distribution Disclosure to consumers who receive paid checks with periodic account statements. A bank shall provide the disclosure described in paragraph (a) of this section to a consumer customer who receives paid original checks or paid substitute checks with his or her periodic account statement— No later than the first regularly scheduled communication with the consumer after October 28, 2004, for each consumer who is a customer of the bank on that date; and",CFR:12:229:229.57:b:1:i,Regulation CC,FRB
520,"General rules Special-purpose credit. A creditor may obtain information that is otherwise restricted to determine eligibility for a special purpose credit program, as provided in §§ 1002.8(b), (c), and (d).",CFR:12:1002:1002.5:a:3,Reg B,CFPB
521,"New accounts. For purposes of this paragraph, checks subject to § 229.10(c)(1)(v) include traveler's checks. A deposit in a new account— Is not subject to the availability requirements of §§ 229.10(c)(1)(vi) and (vii) and 229.12.",CFR:12:229:229.13:a:1:iii,Regulation CC,FRB
522,"Action concerning existing open-end accounts Limitations. In the absence of evidence of the applicant's inability or unwillingness to repay, a creditor shall not take any of the following actions regarding an applicant who is contractually liable on an existing open-end account on the basis of the applicant's reaching a certain age or retiring or on the basis of a change in the applicant's name or marital status: Require a reapplication, except as provided in paragraph (c)(2) of this section;",CFR:12:1002:1002.7:c:1:i,Reg B,CFPB
523,"General rule. If a depository institution mails or delivers a periodic statement, the statement shall include the following disclosures: Fees imposed. Fees required to be disclosed under § 1030.4(b)(4) of this part that were debited to the account during the statement period. The fees shall be itemized by type and dollar amounts. Except as provided in § 1030.11(a)(1) of this part, when fees of the same type are imposed more than once in a statement period, a depository institution may itemize each fee separately or group the fees together and disclose a total dollar amount for all fees of that type.",CFR:12:1030:1030.6:a:3,Reg DD,CFPB
524,"A requirement to retain a contract or other record in accordance with paragraph (1) does not apply to any information whose sole purpose is to enable the contract or other record to be sent, communicated, or received.",USC:15:!96:7001:d:2,ESign,USC
525,"Notice of exception In general. Subject to paragraphs (g)(2) and (g)(3) of this section, when a depositary bank extends the time when funds will be available for withdrawal based on the application of an exception contained in paragraphs (b) through (e) of this section, it must provide the depositor with a written notice. The notice shall include the following information— The amount of the deposit that is being delayed;",CFR:12:229:229.13:g:1:i:C,Regulation CC,FRB
526,"Permissible rates. If an advertisement states a rate of return, it shall state the rate as an “annual percentage yield” using that term. (The abbreviation “APY” may be used provided the term “annual percentage yield” is stated at least once in the advertisement.) The advertisement shall not state any other rate, except that the “interest rate,” using that term, may be stated in conjunction with, but not more conspicuously than, the annual percentage yield to which it relates.",CFR:12:1030:1030.8:b,Reg DD,CFPB
527,"Termination of force-placed insurance Termination and refund. Within 30 days of receipt by a national bank or Federal savings association, or by a servicer acting on its behalf, of a confirmation of a borrower's existing flood insurance coverage, the national bank or Federal savings association, or its servicer, shall: Refund to the borrower all premiums paid by the borrower for any insurance purchased by the national bank or Federal savings association, or by its servicer, under paragraph (a) of this section during any period during which the borrower's flood insurance coverage and the insurance coverage purchased by the national bank or Federal savings association, or its servicer, were each in effect, and any related fees charged to the borrower with respect to the insurance purchased by the national bank or Federal savings association, or its servicer, during such period.",CFR:12:22:22.7:b:1:ii,FDPA,OCC
528,"Reconverting bank duties. A bank shall ensure that a substitute check for which it is the reconverting bank— Identifies the bank that truncated the original check, in accordance with ANS X9.100-140.",CFR:12:229:229.51:b:3,Regulation CC,FRB
529,"Within five days after the initial communication with a consumer in connection with the collection of any debt, a debt collector shall, unless the following information is contained in the initial communication or the consumer has paid the debt, send the consumer a written notice containing— a statement that unless the consumer, within thirty days after receipt of the notice, disputes the validity of the debt, or any portion thereof, the debt will be assumed to be valid by the debt collector;",USC:15:!41:1692g:a:3,FDCPA,USC
530,"Providing appraisals and other valuations Reimbursement. A creditor shall not charge an applicant for providing a copy of appraisals and other written valuations as required under this section, but may require applicants to pay a reasonable fee to reimburse the creditor for the cost of the appraisal or other written valuation unless otherwise provided by law.",CFR:12:1002:1002.14:a:3,Reg B,CFPB
531,"Content of account disclosures. Account disclosures shall include the following, as applicable: Rate information Variable rates. For variable-rate accounts: How the interest rate is determined;",CFR:12:1030:1030.4:b:1:ii:B,Reg DD,CFPB
532,Written applications. A creditor shall take written applications for the dwelling-related types of credit covered by § 1002.13(a).,CFR:12:1002:1002.4:c,Reg B,CFPB
533,"Other limitations on information requests Childbearing, childrearing. A creditor shall not inquire about birth control practices, intentions concerning the bearing or rearing of children, or capability to bear children. A creditor may inquire about the number and ages of an applicant's dependents or about dependent-related financial obligations or expenditures, provided such information is requested without regard to sex, marital status, or any other prohibited basis.",CFR:12:1002:1002.5:d:3,Reg B,CFPB
534,In general Exceptions. Paragraph (a)(1) of this section does not apply if: The loan is in a subordinate position to a senior lien secured by the same residential improved real estate or mobile home for which the borrower has obtained flood insurance coverage that meets the requirements of § 22.3(a);,CFR:12:22:22.5:a:2:ii,FDPA,OCC
535,Disclosure of total fees on periodic statements Totals required. The disclosures required by paragraph (a)(1) of this section must be provided for the statement period and for the calendar year-to-date;,CFR:12:1030:1030.11:a:2,Reg DD,CFPB
536,"Routine reports to consumer reporting agency. If a creditor furnishes credit information to a consumer reporting agency concerning an account designated to reflect the participation of both spouses, the creditor shall furnish the information in a manner that will enable the agency to provide access to the information in the name of each spouse.",CFR:12:1002:1002.10:b,Reg B,CFPB
537,"Acceptance of paper returned checks and paper notices of nonpayment. A depositary bank shall accept paper returned checks and paper notices of nonpayment during its banking day—  If no address appears in the indorsement, at a branch or head office associated with the routing number of the bank in its indorsement on the check; or",CFR:12:229:229.33:c:1:ii:B,Regulation CC,FRB
538,Borrower fee. The determination fee authorized by paragraph (a) of this section may be charged to the borrower if the determination: Reflects the Administrator of FEMA's revision or updating of flood plain areas or flood-risk zones;,CFR:12:22:22.8:b:2,FDPA,OCC
539,"Standards for programs. Subject to the provisions of paragraph (b) of this section, the Act and this part permit a creditor to extend special purpose credit to applicants who meet eligibility requirements under the following types of credit programs: Any special purpose credit program offered by a for-profit organization, or in which such an organization participates to meet special social needs, if: The program is established and administered pursuant to a written plan that identifies the class of persons that the program is designed to benefit and sets forth the procedures and standards for extending credit pursuant to the program; and",CFR:12:1002:1002.8:a:3:i,Reg B,CFPB
540,"Action on claims. A bank that receives a claim that meets the requirements of paragraph (b) of this section shall act as follows: Invalid consumer claim. If a bank determines that the consumer's claim is not valid, the bank shall send to the consumer the notice described in paragraph (e)(2) of this section.",CFR:12:229:229.54:c:2,Regulation CC,FRB
541,"Procedures for making claims. A consumer shall make his or her claim for a recredit under this section with the bank that holds the consumer's account in accordance with the timing, content, and form requirements of this section. Form and submission of claim; computation of time for bank action. The bank holding the account that is the subject of the consumer's claim may, in its discretion, require the consumer to submit the information required by this section in writing. A bank that requires a written submission— Shall compute the time periods for acting on the consumer's claim described in paragraph (c) of this section from the date on which the bank received the written claim.",CFR:12:229:229.54:b:3:iii,Regulation CC,FRB
542,"Delivery of account disclosures Requests. A depository institution shall provide account disclosures to a consumer upon request. If a consumer who is not present at the institution makes a request, the institution shall mail or deliver the disclosures within a reasonable time after it receives the request and may provide the disclosures in paper form, or electronically if the consumer agrees.",CFR:12:1030:1030.4:a:2:i,Reg DD,CFPB
543,"Limitation on information about race, color, religion, national origin, or sex. A creditor shall not inquire about the race, color, religion, national origin, or sex of an applicant or any other person in connection with a credit transaction, except as provided in paragraphs (b)(1) and (b)(2) of this section. Self-test. A creditor may inquire about the race, color, religion, national origin, or sex of an applicant or any other person in connection with a credit transaction for the purpose of conducting a self-test that meets the requirements of § 1002.15. A creditor that makes such an inquiry shall disclose orally or in writing, at the time the information is requested, that: Federal law prohibits the creditor from discriminating on the basis of this information, or on the basis of an applicant's decision not to furnish the information; and",CFR:12:1002:1002.5:b:1:iii,Reg B,CFPB
544,"Return of checks. A paying bank may convert a check to a qualified returned check. A qualified returned check shall be encoded in magnetic ink with the routing number of the depositary bank, the amount of the returned check, and a “2” in the case of an original check (or a “5” in the case of a substitute check) in position 44 of the qualified return MICR line as a return identifier. A qualified returned original check shall be encoded in accordance with ANS X9.13, and a qualified returned substitute check shall be encoded in accordance with ANS X9.100-140.",CFR:12:229:229.31:a:3,Regulation CC,FRB
545,Payment. A depositary bank shall pay the returning bank or paying bank returning the check to it for the amount of the check prior to the close of business on the depositary bank's banking day on which it received the check (“payment date”) by— Wire transfer; or,CFR:12:229:229.33:e:1:iii,Regulation CC,FRB
546,"The flood insurance requirement prescribed by § 22.3 does not apply with respect to: Any structure that is a part of any residential property but is detached from the primary residential structure of such property and does not serve as a residence. For purposes of this paragraph (c): “A structure that is a part of a residential property” is a structure used primarily for personal, family, or household purposes, and not used primarily for agricultural, commercial, industrial, or other business purposes;",CFR:12:22:22.4:c:1,FDPA,OCC
547,"Longer delays on a case-by-case basis Notice in specific policy disclosure. A bank that has a policy of making deposited funds available for withdrawal sooner than required by this subpart may extend the time when funds are available up to the time periods allowed under this subpart on a case-by-case basis, provided the bank includes the following in its specific policy disclosure— A statement that customers should ask if they need to be sure about when a particular deposit will be available for withdrawal.",CFR:12:229:229.16:c:1:iii,Regulation CC,FRB
548,Information about a spouse or former spouse Permissible inquiries. A creditor may request any information concerning an applicant's spouse (or former spouse under paragraph (c)(2)(v) of this section) that may be requested about the applicant if: The spouse will be contractually liable on the account;,CFR:12:1002:1002.5:c:2:ii,Reg B,CFPB
549,Nonlocal checks Nonlocal checks specified in appendix B-2 to this part must be made available for withdrawal not later than the times prescribed in that appendix.,CFR:12:229:229.12:c:2,Regulation CC,FRB
550,"Availability of deposits subject to exceptions. If a depositary bank invokes an exception under paragraph (f) of this section based on an emergency condition, the depositary bank shall make the funds available for withdrawal not later than a reasonable period after the emergency has ceased or the period established in §§ 229.10(c) and 229.12, whichever is later.",CFR:12:229:229.13:h:3,Regulation CC,FRB
